@relation 'Rest API Endpoints'

@attribute label_type {get,post,put,delete,invalid}
@attribute text string

@data
get, ' Top 4 leaderboard of factions for kills and victory points separated by total, last week and yesterday---Alternate route: `/dev/fw/leaderboards/`Alternate route: `/legacy/fw/leaderboards/`Alternate route: `/v1/fw/leaderboards/`---This route expires daily at 11:05'
get, ' Top 100 leaderboard of pilots for kills and victory points separated by total, last week and yesterday---Alternate route: `/dev/fw/leaderboards/characters/`Alternate route: `/legacy/fw/leaderboards/characters/`Alternate route: `/v1/fw/leaderboards/characters/`---This route expires daily at 11:05'
get, ' Top 10 leaderboard of corporations for kills and victory points separated by total, last week and yesterday---Alternate route: `/dev/fw/leaderboards/corporations/`Alternate route: `/legacy/fw/leaderboards/corporations/`Alternate route: `/v1/fw/leaderboards/corporations/`---This route expires daily at 11:05'
get, ' Statistical overviews of factions involved in faction warfare---Alternate route: `/dev/fw/stats/`Alternate route: `/legacy/fw/stats/`Alternate route: `/v1/fw/stats/`---This route expires daily at 11:05'
get, ' An overview of the current ownership of faction warfare solar systems---Alternate route: `/dev/fw/systems/`Alternate route: `/v2/fw/systems/`---This route is cached for up to 1800 seconds'
get, ' Data about which NPC factions are at war---Alternate route: `/dev/fw/wars/`Alternate route: `/legacy/fw/wars/`Alternate route: `/v1/fw/wars/`---This route expires daily at 11:05'
get, ' Return a list of current incursions---Alternate route: `/dev/incursions/`Alternate route: `/legacy/incursions/`Alternate route: `/v1/incursions/`---This route is cached for up to 300 seconds'
get, ' Return a list of industry facilities---Alternate route: `/dev/industry/facilities/`Alternate route: `/legacy/industry/facilities/`Alternate route: `/v1/industry/facilities/`---This route is cached for up to 3600 seconds'
get, ' Return cost indices for solar systems---Alternate route: `/dev/industry/systems/`Alternate route: `/legacy/industry/systems/`Alternate route: `/v1/industry/systems/`---This route is cached for up to 3600 seconds'
get, ' Return available insurance levels for all ship types---Alternate route: `/dev/insurance/prices/`Alternate route: `/legacy/insurance/prices/`Alternate route: `/v1/insurance/prices/`---This route is cached for up to 3600 seconds'
get, ' Return a single killmail from its ID and hash---Alternate route: `/dev/killmails/{killmail_id}/{killmail_hash}/`Alternate route: `/legacy/killmails/{killmail_id}/{killmail_hash}/`Alternate route: `/v1/killmails/{killmail_id}/{killmail_hash}/`---This route is cached for up to 1209600 seconds'
get, ' Return a list of offers from a specific corporation's loyalty store---Alternate route: `/dev/loyalty/stores/{corporation_id}/offers/`Alternate route: `/legacy/loyalty/stores/{corporation_id}/offers/`Alternate route: `/v1/loyalty/stores/{corporation_id}/offers/`---This route expires daily at 11:05'
get, ' Get a list of item groups---Alternate route: `/dev/markets/groups/`Alternate route: `/legacy/markets/groups/`Alternate route: `/v1/markets/groups/`---This route expires daily at 11:05'
get, ' Get information on an item group---Alternate route: `/dev/markets/groups/{market_group_id}/`Alternate route: `/legacy/markets/groups/{market_group_id}/`Alternate route: `/v1/markets/groups/{market_group_id}/`---This route expires daily at 11:05'
get, ' Return a list of prices---Alternate route: `/dev/markets/prices/`Alternate route: `/legacy/markets/prices/`Alternate route: `/v1/markets/prices/`---This route is cached for up to 3600 seconds'
get, ' Return all orders in a structure---Alternate route: `/dev/markets/structures/{structure_id}/`Alternate route: `/legacy/markets/structures/{structure_id}/`Alternate route: `/v1/markets/structures/{structure_id}/`---This route is cached for up to 300 seconds'
get, ' Return a list of historical market statistics for the specified type in a region---Alternate route: `/dev/markets/{region_id}/history/`Alternate route: `/legacy/markets/{region_id}/history/`Alternate route: `/v1/markets/{region_id}/history/`---This route expires daily at 11:05'
get, ' Return a list of orders in a region---Alternate route: `/dev/markets/{region_id}/orders/`Alternate route: `/legacy/markets/{region_id}/orders/`Alternate route: `/v1/markets/{region_id}/orders/`---This route is cached for up to 300 seconds'
get, ' Return a list of type IDs that have active orders in the region, for efficient market indexing.---Alternate route: `/dev/markets/{region_id}/types/`Alternate route: `/legacy/markets/{region_id}/types/`Alternate route: `/v1/markets/{region_id}/types/`---This route is cached for up to 600 seconds'
get, ' Return a list of opportunities groups---Alternate route: `/dev/opportunities/groups/`Alternate route: `/legacy/opportunities/groups/`Alternate route: `/v1/opportunities/groups/`---This route expires daily at 11:05'
get, ' Return information of an opportunities group---Alternate route: `/dev/opportunities/groups/{group_id}/`Alternate route: `/legacy/opportunities/groups/{group_id}/`Alternate route: `/v1/opportunities/groups/{group_id}/`---This route expires daily at 11:05'
get, ' Return a list of opportunities tasks---Alternate route: `/dev/opportunities/tasks/`Alternate route: `/legacy/opportunities/tasks/`Alternate route: `/v1/opportunities/tasks/`---This route expires daily at 11:05'
get, ' Return information of an opportunities task---Alternate route: `/dev/opportunities/tasks/{task_id}/`Alternate route: `/legacy/opportunities/tasks/{task_id}/`Alternate route: `/v1/opportunities/tasks/{task_id}/`---This route expires daily at 11:05'
get, ' Get the systems between origin and destination---Alternate route: `/dev/route/{origin}/{destination}/`Alternate route: `/legacy/route/{origin}/{destination}/`Alternate route: `/v1/route/{origin}/{destination}/`---This route is cached for up to 86400 seconds'
post, ' Search for entities that match a given sub-string.---Alternate route: `/dev/search/`Alternate route: `/v2/search/`---This route is cached for up to 3600 seconds'
get, ' Shows sovereignty data for campaigns.---Alternate route: `/dev/sovereignty/campaigns/`Alternate route: `/legacy/sovereignty/campaigns/`Alternate route: `/v1/sovereignty/campaigns/`---This route is cached for up to 5 seconds'
get, ' Shows sovereignty information for solar systems---Alternate route: `/dev/sovereignty/map/`Alternate route: `/legacy/sovereignty/map/`Alternate route: `/v1/sovereignty/map/`---This route is cached for up to 3600 seconds'
get, ' Shows sovereignty data for structures.---Alternate route: `/dev/sovereignty/structures/`Alternate route: `/legacy/sovereignty/structures/`Alternate route: `/v1/sovereignty/structures/`---This route is cached for up to 120 seconds'
get, ' EVE Server status---Alternate route: `/dev/status/`Alternate route: `/legacy/status/`Alternate route: `/v1/status/`---This route is cached for up to 30 seconds'
put, ' Set a solar system as autopilot waypoint---Alternate route: `/dev/ui/autopilot/waypoint/`Alternate route: `/v2/ui/autopilot/waypoint/`'
post, ' Open the contract window inside the client---Alternate route: `/dev/ui/openwindow/contract/`Alternate route: `/legacy/ui/openwindow/contract/`Alternate route: `/v1/ui/openwindow/contract/`'
post, ' Open the information window for a character, corporation or alliance inside the client---Alternate route: `/dev/ui/openwindow/information/`Alternate route: `/legacy/ui/openwindow/information/`Alternate route: `/v1/ui/openwindow/information/`'
post, ' Open the market details window for a specific typeID inside the client---Alternate route: `/dev/ui/openwindow/marketdetails/`Alternate route: `/legacy/ui/openwindow/marketdetails/`Alternate route: `/v1/ui/openwindow/marketdetails/`'
post, ' Open the New Mail window, according to settings from the request if applicable---Alternate route: `/dev/ui/openwindow/newmail/`Alternate route: `/legacy/ui/openwindow/newmail/`Alternate route: `/v1/ui/openwindow/newmail/`'
get, ' Get all character ancestries---Alternate route: `/dev/universe/ancestries/`Alternate route: `/legacy/universe/ancestries/`Alternate route: `/v1/universe/ancestries/`---This route expires daily at 11:05'
get, ' Get information on an asteroid belt---Alternate route: `/dev/universe/asteroid_belts/{asteroid_belt_id}/`Alternate route: `/legacy/universe/asteroid_belts/{asteroid_belt_id}/`Alternate route: `/v1/universe/asteroid_belts/{asteroid_belt_id}/`---This route expires daily at 11:05'
get, ' Get a list of bloodlines---Alternate route: `/dev/universe/bloodlines/`Alternate route: `/legacy/universe/bloodlines/`Alternate route: `/v1/universe/bloodlines/`---This route expires daily at 11:05'
get, ' Get a list of item categories---Alternate route: `/dev/universe/categories/`Alternate route: `/legacy/universe/categories/`Alternate route: `/v1/universe/categories/`---This route expires daily at 11:05'
get, ' Get information of an item category---Alternate route: `/dev/universe/categories/{category_id}/`Alternate route: `/legacy/universe/categories/{category_id}/`Alternate route: `/v1/universe/categories/{category_id}/`---This route expires daily at 11:05'
get, ' Get a list of constellations---Alternate route: `/dev/universe/constellations/`Alternate route: `/legacy/universe/constellations/`Alternate route: `/v1/universe/constellations/`---This route expires daily at 11:05'
get, ' Get information on a constellation---Alternate route: `/dev/universe/constellations/{constellation_id}/`Alternate route: `/legacy/universe/constellations/{constellation_id}/`Alternate route: `/v1/universe/constellations/{constellation_id}/`---This route expires daily at 11:05'
get, ' Get a list of factions---Alternate route: `/dev/universe/factions/`Alternate route: `/v2/universe/factions/`---This route expires daily at 11:05'
get, ' Get a list of graphics---Alternate route: `/dev/universe/graphics/`Alternate route: `/legacy/universe/graphics/`Alternate route: `/v1/universe/graphics/`---This route expires daily at 11:05'
get, ' Get information on a graphic---Alternate route: `/dev/universe/graphics/{graphic_id}/`Alternate route: `/legacy/universe/graphics/{graphic_id}/`Alternate route: `/v1/universe/graphics/{graphic_id}/`---This route expires daily at 11:05'
get, ' Get a list of item groups---Alternate route: `/dev/universe/groups/`Alternate route: `/legacy/universe/groups/`Alternate route: `/v1/universe/groups/`---This route expires daily at 11:05'
get, ' Get information on an item group---Alternate route: `/dev/universe/groups/{group_id}/`Alternate route: `/legacy/universe/groups/{group_id}/`Alternate route: `/v1/universe/groups/{group_id}/`---This route expires daily at 11:05'
post, ' Resolve a set of names to IDs in the following categories: agents, alliances, characters, constellations, corporations factions, inventory_types, regions, stations, and systems. Only exact matches will be returned. All names searched for are cached for 12 hours---Alternate route: `/dev/universe/ids/`Alternate route: `/legacy/universe/ids/`Alternate route: `/v1/universe/ids/`'
get, ' Get information on a moon---Alternate route: `/dev/universe/moons/{moon_id}/`Alternate route: `/legacy/universe/moons/{moon_id}/`Alternate route: `/v1/universe/moons/{moon_id}/`---This route expires daily at 11:05'
post, ' Resolve a set of IDs to names and categories. Supported ID's for resolving are: Characters, Corporations, Alliances, Stations, Solar Systems, Constellations, Regions, Types---Alternate route: `/dev/universe/names/`Alternate route: `/v2/universe/names/`'
get, ' Get information on a planet---Alternate route: `/dev/universe/planets/{planet_id}/`Alternate route: `/legacy/universe/planets/{planet_id}/`Alternate route: `/v1/universe/planets/{planet_id}/`---This route expires daily at 11:05'
get, ' Get a list of character races---Alternate route: `/dev/universe/races/`Alternate route: `/legacy/universe/races/`Alternate route: `/v1/universe/races/`---This route expires daily at 11:05'
get, ' Get a list of regions---Alternate route: `/dev/universe/regions/`Alternate route: `/legacy/universe/regions/`Alternate route: `/v1/universe/regions/`---This route expires daily at 11:05'
get, ' Get information on a region---Alternate route: `/dev/universe/regions/{region_id}/`Alternate route: `/legacy/universe/regions/{region_id}/`Alternate route: `/v1/universe/regions/{region_id}/`---This route expires daily at 11:05'
get, ' Get information on a planetary factory schematic---Alternate route: `/dev/universe/schematics/{schematic_id}/`Alternate route: `/legacy/universe/schematics/{schematic_id}/`Alternate route: `/v1/universe/schematics/{schematic_id}/`---This route is cached for up to 3600 seconds'
get, ' Get information on a stargate---Alternate route: `/dev/universe/stargates/{stargate_id}/`Alternate route: `/legacy/universe/stargates/{stargate_id}/`Alternate route: `/v1/universe/stargates/{stargate_id}/`---This route expires daily at 11:05'
get, ' Get information on a star---Alternate route: `/dev/universe/stars/{star_id}/`Alternate route: `/legacy/universe/stars/{star_id}/`Alternate route: `/v1/universe/stars/{star_id}/`---This route expires daily at 11:05'
get, ' Get information on a station---Alternate route: `/dev/universe/stations/{station_id}/`Alternate route: `/v2/universe/stations/{station_id}/`---This route expires daily at 11:05'
get, ' List all public structures---Alternate route: `/dev/universe/structures/`Alternate route: `/legacy/universe/structures/`Alternate route: `/v1/universe/structures/`---This route is cached for up to 3600 seconds'
get, ' Returns information on requested structure if you are on the ACL. Otherwise, returns "Forbidden" for all inputs.---Alternate route: `/dev/universe/structures/{structure_id}/`Alternate route: `/v2/universe/structures/{structure_id}/`---This route is cached for up to 3600 seconds'
get, ' Get the number of jumps in solar systems within the last hour ending at the timestamp of the Last-Modified header, excluding wormhole space. Only systems with jumps will be listed---Alternate route: `/dev/universe/system_jumps/`Alternate route: `/legacy/universe/system_jumps/`Alternate route: `/v1/universe/system_jumps/`---This route is cached for up to 3600 seconds'
get, ' Get the number of ship, pod and NPC kills per solar system within the last hour ending at the timestamp of the Last-Modified header, excluding wormhole space. Only systems with kills will be listed---Alternate route: `/dev/universe/system_kills/`Alternate route: `/v2/universe/system_kills/`---This route is cached for up to 3600 seconds'
get, ' Get a list of solar systems---Alternate route: `/dev/universe/systems/`Alternate route: `/legacy/universe/systems/`Alternate route: `/v1/universe/systems/`---This route expires daily at 11:05'
get, ' Get information on a solar system.---Alternate route: `/dev/universe/systems/{system_id}/`Alternate route: `/v4/universe/systems/{system_id}/`---This route expires daily at 11:05'
get, ' Get a list of type ids---Alternate route: `/dev/universe/types/`Alternate route: `/legacy/universe/types/`Alternate route: `/v1/universe/types/`---This route expires daily at 11:05'
get, ' Get information on a type---Alternate route: `/dev/universe/types/{type_id}/`Alternate route: `/v3/universe/types/{type_id}/`---This route expires daily at 11:05'
get, ' Return a list of wars---Alternate route: `/dev/wars/`Alternate route: `/legacy/wars/`Alternate route: `/v1/wars/`---This route is cached for up to 3600 seconds'
get, ' Return details about a war---Alternate route: `/dev/wars/{war_id}/`Alternate route: `/legacy/wars/{war_id}/`Alternate route: `/v1/wars/{war_id}/`---This route is cached for up to 3600 seconds'
get, ' Return a list of kills related to a war---Alternate route: `/dev/wars/{war_id}/killmails/`Alternate route: `/legacy/wars/{war_id}/killmails/`Alternate route: `/v1/wars/{war_id}/killmails/`---This route is cached for up to 3600 seconds'
get, ' This endpoint contains Final Audit Reports approved by the Commission since inception.The search can be based on information about the audited committee (Name, FEC ID Number, Type, Election Cycle) or the issues covered in the report.'
get, ' This lists the options for the categories and subcategories available in the /audit-search/ endpoint.'
get, ' This lists the options for the primary categories available in the /audit-search/ endpoint.'
invalid, ' Combines the election and reporting dates with Commission meetings, conferences, outreach, Advisory Opinions, rules, litigation dates and otherevents into one calendar.State and report type filtering is no longer available.'
get, ' Returns CSV or ICS for downloading directly into calendar applications like Google, Outlook or other applications.Combines the election and reporting dates with Commission meetings, conferences, outreach, Advisory Opinions, rules, litigation dates and otherevents into one calendar.State filtering now applies to elections, reports and reporting periods.Presidential pre-primary report due dates are not shown on even years.Filers generally opt to file monthly rather than submit over 50 pre-primary electionreports. All reporting deadlines are available at /reporting-dates/ for reference.This is [the sql function](https://github.com/fecgov/openFEC/blob/develop/data/migrations/V40__omnibus_dates.sql)that creates the calendar.'
get, ' This endpoint is useful for finding detailed information about a particular candidate. Use the`candidate_id` to find the most recent information about that candidate.'
get, ' This endpoint is useful for finding detailed information about a particular committee orfiler. Use the `committee_id` to find the most recent information about the committee.'
post, ' Explore a filer's characteristics over time. This can be particularly useful if thecommittees change treasurers, designation, or `committee_type`.'
post, ' Explore a filer's characteristics over time. This can be particularly useful if thecommittees change treasurers, designation, or `committee_type`.'
get, ' All official records and reports filed by or delivered to the FEC.Note: because the filings data includes many records, counts for largeresult sets are approximate; you will want to page through the records until no records are returned.'
get, ' Find out a candidate's characteristics over time. This is particularly useful if thecandidate runs for the same office in different districts or you want to know more about a candidate'sprevious races.This information is organized by `candidate_id`, so it won't help you find a candidatewho ran for different offices over time; candidates get a new ID for each office.'
get, ' Find out a candidate's characteristics over time. This is particularly useful if thecandidate runs for the same office in different districts or you want to know more about a candidate'sprevious races.This information is organized by `candidate_id`, so it won't help you find a candidatewho ran for different offices over time; candidates get a new ID for each office.'
get, ' This endpoint provides information about a committee's Form 3, Form 3X, or Form 3P financial reports,which are aggregated by two-year period. We refer to two-year periods as a `cycle`.The cycle is named after the even-numbered year and includes the year before it. To obtaintotals from 2013 and 2014, you would use 2014. In odd-numbered years, the current cycleis the next year � for example, in 2015, the current cycle is 2016.For presidential and Senate candidates, multiple two-year cycles exist between elections.'
post, ' Fetch basic information about candidates, and use parameters to filter results to thecandidates you're looking for.Each result reflects a unique FEC candidate ID. That ID is particular to the candidate for aparticular office sought. If a candidate runs for the same office multiple times, the IDstays the same. If the same person runs for another office � for example, a Housecandidate runs for a Senate office � that candidate will get a unique ID for each office.'
post, ' Fetch basic information about candidates and their principal committees.Each result reflects a unique FEC candidate ID. That ID is assigned to the candidate for aparticular office sought. If a candidate runs for the same office over time, that IDstays the same. If the same person runs for multiple offices � for example, a Housecandidate runs for a Senate office � that candidate will get a unique ID for each office.The candidate endpoints primarily use data from FEC registration[Form 1](http://www.fec.gov/pdf/forms/fecfrm1.pdf) for committee information and[Form 2](http://www.fec.gov/pdf/forms/fecfrm2.pdf) for candidate information.'
get, ' Aggregated candidate receipts and disbursements grouped by cycle.'
get, ', 'Aggregated candidate receipts and disbursements grouped by office by cycle.'
get, ', 'Aggregated candidate receipts and disbursements grouped by office by party by cycle.'
get, ' This endpoint is useful for finding detailed information about a particular committee orfiler. Use the `committee_id` to find the most recent information about the committee.'
get, ' This endpoint is useful for finding detailed information about a particular candidate. Use the`candidate_id` to find the most recent information about that candidate.'
get, ' Find out a candidate's characteristics over time. This is particularly useful if thecandidate runs for the same office in different districts or you want to know more about a candidate'sprevious races.This information is organized by `candidate_id`, so it won't help you find a candidatewho ran for different offices over time; candidates get a new ID for each office.'
get, ' Find out a candidate's characteristics over time. This is particularly useful if thecandidate runs for the same office in different districts or you want to know more about a candidate'sprevious races.This information is organized by `candidate_id`, so it won't help you find a candidatewho ran for different offices over time; candidates get a new ID for each office.'
get, ' All official records and reports filed by or delivered to the FEC.Note: because the filings data includes many records, counts for largeresult sets are approximate; you will want to page through the records until no records are returned.'
post, ' Explore a filer's characteristics over time. This can be particularly useful if thecommittees change treasurers, designation, or `committee_type`.'
post, ' Explore a filer's characteristics over time. This can be particularly useful if thecommittees change treasurers, designation, or `committee_type`.'
get, ' Each report represents the summary information from Form 3, Form 3X and Form 3P.These reports have key statistics that illuminate the financial status of a given committee.Things like cash on hand, debts owed by committee, total receipts, and total disbursementsare especially helpful for understanding a committee's financial dealings.By default, this endpoint includes both amended and final versions of each report. To restrictto only the final versions of each report, use `is_amended=false`; to retrieve only reports thathave been amended, use `is_amended=true`.Several different reporting structures exist, depending on the type of organization thatsubmits financial information. To see an example of these reporting requirements,look at the summary and detailed summary pages of Form 3, Form 3X, and Form 3P.DISCLAIMER: The field labels contained within this resource are subject to change., 'We are attempting to succinctlylabel these fields while conveying clear meaning to ensure accessibility for all users.'
get, ' This endpoint provides information about a committee's Form 3, Form 3X, or Form 3P financial reports,which are aggregated by two-year period. We refer to two-year periods as a `cycle`.The cycle is named after the even-numbered year and includes the year before it. To obtaintotals from 2013 and 2014, you would use 2014. In odd-numbered years, the current cycleis the next year � for example, in 2015, the current cycle is 2016.For presidential and Senate candidates, multiple two-year cycles exist between elections.'
get, ' Fetch basic information about committees and filers. Use parameters to filter forparticular characteristics.'
get, ' 52 U.S.C. 30118 allows "communications by a corporation to its stockholders and executive or administrative personnel and their families or by a labor organization to its members and their families on any subject," including the express advocacy of the election or defeat of any Federal candidate., 'The costs of such communications must be reported to the Federal Election Commission under certain circumstances.'
get, ' Communication cost aggregated by candidate ID and committee ID.'
get, ' Communication cost aggregated by candidate ID and committee ID.'
get, ' Total communications costs aggregated across committees on supported or opposed candidates by cycle or candidate election year.'
get, ' Basic information about electronic files coming into the FEC, posted as they are received.'
get, ' Key financial data reported periodically by committees as they are reported. This feed includes summaryinformation from the the House F3 reports, the presidential F3p reports and the PAC and partyF3x reports.Generally, committees file reports on a quarterly or monthly basis, butsome must also submit a report 12 days before primary elections. Therefore, during the primaryseason, the period covered by this file may be different for different committees. These totalsalso incorporate any changes made by committees, if any report covering the period is amended.DISCLAIMER: The field labels contained within this resource are subject to change., 'We are attempting to succinctlylabel these fields while conveying clear meaning to ensure accessibility for all users.'
get, ' Key financial data reported periodically by committees as they are reported. This feed includes summaryinformation from the the House F3 reports, the presidential F3p reports and the PAC and partyF3x reports.Generally, committees file reports on a quarterly or monthly basis, butsome must also submit a report 12 days before primary elections. Therefore, during the primaryseason, the period covered by this file may be different for different committees. These totalsalso incorporate any changes made by committees, if any report covering the period is amended.DISCLAIMER: The field labels contained within this resource are subject to change., 'We are attempting to succinctlylabel these fields while conveying clear meaning to ensure accessibility for all users.'
get, ' Key financial data reported periodically by committees as they are reported. This feed includes summaryinformation from the the House F3 reports, the presidential F3p reports and the PAC and partyF3x reports.Generally, committees file reports on a quarterly or monthly basis, butsome must also submit a report 12 days before primary elections. Therefore, during the primaryseason, the period covered by this file may be different for different committees. These totalsalso incorporate any changes made by committees, if any report covering the period is amended.DISCLAIMER: The field labels contained within this resource are subject to change., 'We are attempting to succinctlylabel these fields while conveying clear meaning to ensure accessibility for all users.'
get, ' FEC election dates since 1995.'
get, ' An electioneering communication is any broadcast, cable or satellite communication that fulfills each of the following conditions:_The communication refers to a clearly identified federal candidate.__The communication is publicly distributed by a television station, radio station, cable television system or satellite system for a fee.__The communication is distributed within 60 days prior to a general election or 30 days prior to a primary election to federal office._'
get, ' Electioneering communications costs aggregates'
get, ' Electioneering costs aggregated by candidate'
get, ' Total electioneering communications spent on candidates by cycleor candidate election year'
get, ' Look at the top-level financial information for all candidates running for the sameoffice.Choose a 2-year cycle, and `house`, `senate` or `presidential`.If you are looking for a Senate seat, you will need to select the state using a two-letterabbreviation.House races require state and a two-digit district number.Since this endpoint reflects financial information, it will only have candidates once they filefinancial reporting forms. Query the `/candidates` endpoint to retrieve an-up-to-date list of all thecandidates that filed to run for a particular seat.'
get, ' List elections by cycle, office, state, and district.'
get, ' List elections by cycle, office, state, and district.'
get, ' All official records and reports filed by or delivered to the FEC.Note: because the filings data includes many records, counts for largeresult sets are approximate; you will want to page through the records until no records are returned.'
get, ' Search legal documents by document type, or across all document types using keywords, parameter values and ranges.'
get, ' Search for candidates or committees by name. If you're looking for information on aparticular person or group, using a name to find the `candidate_id` or `committee_id` onthis endpoint can be a helpful first step.'
get, ' Search for candidates or committees by name. If you're looking for information on aparticular person or group, using a name to find the `candidate_id` or `committee_id` onthis endpoint can be a helpful first step.'
get, ' Search for candidates or committees by name. If you're looking for information on aparticular person or group, using a name to find the `candidate_id` or `committee_id` onthis endpoint can be a helpful first step.'
get, ' Search for candidates or committees by name. If you're looking for information on aparticular person or group, using a name to find the `candidate_id` or `committee_id` onthis endpoint can be a helpful first step.'
get, ' The Operations log contains details of each report loaded into the database. It is primarilyused as status check to determine when all of the data processes, from initial entry throughreview are complete.'
get, ' Net receipts per candidate.Filter with `contributor_state='US'` for national totals'
get, ' Contribution receipts by size per candidate.Filter by candidate_id, election_year and/or size'
get, ' Contribution receipts by state per candidate.Filter by candidate_id and/or election_year'
get, ' Coverage end date per candidate.Filter by candidate_id and/or election_year'
get, ' Financial summary per candidate.Filter by candidate_id and/or election_year'
get, ' Use this endpoint to look up the RAD Analyst for a committee.The mission of the Reports Analysis Division (RAD) is to ensure thatcampaigns and political committees file timely and accurate reports that fully disclosetheir financial activities., 'RAD is responsible for reviewing statements and financialreports filed by political committees participating in federal elections, providingassistance and guidance to the committees to properly file their reports, and for takingappropriate action to ensure compliance with the Federal Election Campaign Act (FECA).'
get, ' FEC election dates since 1995.'
get, ' Each report represents the summary information from Form 3, Form 3X and Form 3P.These reports have key statistics that illuminate the financial status of a given committee.Things like cash on hand, debts owed by committee, total receipts, and total disbursementsare especially helpful for understanding a committee's financial dealings.By default, this endpoint includes both amended and final versions of each report. To restrictto only the final versions of each report, use `is_amended=false`; to retrieve only reports thathave been amended, use `is_amended=true`.Several different reporting structures exist, depending on the type of organization thatsubmits financial information. To see an example of these reporting requirements,look at the summary and detailed summary pages of Form 3, Form 3X, and Form 3P.DISCLAIMER: The field labels contained within this resource are subject to change., 'We are attempting to succinctlylabel these fields while conveying clear meaning to ensure accessibility for all users.'
get, ' Returns all your fire.com Accounts. Ordered by Alias ascending. Can be paginated.'
post, ' Creates a new fire.com account.**Please note there is a charge associated with creating a new account.**'
get, ' You can retrieve the details of a fire.com Account by its `ican`.'
get, ' Retrieve a list of transactions against an account.'
get, ' Retrieve a filtered list of transactions against an account.* `dateRangeFrom` - A millisecond epoch time specifying the date range start date.* `dateRangeTo` - A millisecond epoch time specifying the date range end date.* `searchKeyword` - Search term to filter by from the reference field (`myRef`).* `transactionTypes` - One or more of the transaction types above. This field can be repeated multiple times to allow for multiple transaction types.'
post, ' Create a new API Application with specified permissions'
post, ' Authenticate with the API.'
get, ' Returns all ASPSPs (Account Servicing Payment Service Provider) / banks. The list can be filtered by currency. You will need to enable the `PERM_BUSINESS_GET_ASPSPS` permission to use this endpoint.***This endpoint is only required if you intend to host the �Select ASPSP / bank� page yourself.***'
get, ' Returns the list of batch with the specified types and statuses.'
post, ' This is the first step in creating a batch payment.'
post, ' Submits the Batch (for approval in the case of a **BANK_TRANSFER**). If this is an **INTERNAL_TRANSFER** batch, the transfers are immediately queued for processing. If this is a **BANK_TRANSFER** batch, this will trigger requests for approval to the firework mobile apps of authorised users. Once those users approve the batch, it is queued for processing.You can only submit a batch while it is in the OPEN state.'
delete, ' Cancels the Batch. You can only cancel a batch before it is submitted for approval (while it is in the OPEN state).'
get, ' Returns the details of the batch specified in the API endpoint - {batchUuid}.'
get, ' Returns a list of approvers for this batch.'
get, ' Returns a paginated list of items in the specified batch.'
post, ' There are two ways to process bank transfers - by Payee ID (**Mode 1**) or by Payee Account Details (**Mode 2**).**Mode 1:** Use the payee IDs of existing approved payees set up against your account. These batches can be approved in the normal manner.**Mode 2:** Use the account details of the payee. In the event that these details correspond to an existing approved payee, the batch can be approved as normal. If the account details are new, a batch of New Payees will automatically be created. This batch will need to be approved before the Payment batch can be approved. These payees will then exist as approved payees for future batches.'
delete, ' Removes a Payment from the Batch (Bank Transfers). You can only remove payments before the batch is submitted for approval (while it is in the OPEN state).'
get, ' Returns a paginated list of items in the specified batch.'
post, ' Simply specify the source account, destination account, amount and a reference.'
delete, ' Removes a Payment from the Batch (Internal Transfer). You can only remove payments before the batch is submitted for approval (while it is in the OPEN state).'
get, ' Returns a list of cards related to your fire.com account.'
post, ' You can create multiple debit cards which can be linked to your fire.com accounts.'
get, ' Retrieve all direct debit payments associated with a direct debit mandate.The permision needed to access this endpoint is PERM_BUSINESS_GET_DIRECT_DEBITS'
get, ' Retrieve all details of a single direct debit collection/payment, whether successful or not.The permision needed to access this endpoint is **PERM_BUSINESS_GET_DIRECT_DEBIT**'
post, ' This endpoint allows you to reject a direct debit payment where the status is still set to RECEIVED.Permission name PERM_BUSINESS_POST_DIRECT_DEBIT_REJECT'
get, ' The permision needed to access this endpoint is PERM_BUSINESS_GET_MANDATES'
get, ' Retrieve all details for a direct debit mandate.The permision needed to access this endpoint is PERM_BUSINESS_GET_MANDATE'
put, ' Update Direct Debit Mandate AliasThe permision needed to access this endpoint is PERM_BUSINESS_PUT_MANDATE'
post, ' This endpoint can only be used to activate a direct debit mandate when it is in the status REJECT_REQUESTED (even if the account has direct debits disabled). This action will also enable the account for direct debits if it was previously set to be disabled.The permision needed to access this endpoint is PERM_BUSINESS_POST_MANDATE_ACTIVATE'
post, ' This endpoint allows you to cancel a direct debit mandate.The permision needed to access this endpoint is PERM_BUSINESS_POST_MANDATE_CANCEL'
get, ' Returns all your payee bank accounts. Ordered by date added descending. Can be paginated.'
post, ' Creates a new Fire Open Payment Payment request. A code is returned that can be shared to your customers as a URL by any channel you wish.You will need to enable the `PERM_BUSINESS_POST_PAYMENT_REQUEST` permission to use this endpoint.'
